519.47,409.66,366.79,312.75,316.6,320.55,316.28,316.1,298.64,301.26,302.28,297.71,300.39,304.11,311.04,314.46,320.97,326.42,330.18,339.18,354.02,369.71,382.64,394.48,404.96,414.91,427.83,439.02,458.1,471.16,486.43,506.52,525,543.91,565.02,589.31,614.56,639.65,663.18,683.98
547.2,432.47,386.43,330.45,333.83,339.37,336.01,335.04,315.21,318.25,318.47,312.31,316.38,320.21,327.25,332.32,338.34,343.39,347.99,352.92,360.96,375.66,390.44,400.78,412.44,421.69,430.19,443.29,458.36,474.12,489.06,512.02,530.32,548.28,570.58,596.54,617.85,642.3,664.66,685.83
573.87,454.91,407.52,348.95,353.03,358.61,357.94,354.24,333.96,336.49,335.99,328.12,332.45,337.68,345.37,350.02,357.48,362.51,366.53,371.36,375.22,384.26,398.49,411.26,421.1,431.04,439.2,445.78,462.46,473.62,491.32,514.52,535.82,551.25,572.96,600.37,622.98,643.34,665.22,686.99
602.16,479.5,430.22,369,372.94,378.42,380.43,375.32,353.06,356.21,355.15,344.74,349.34,354.63,363.38,369.84,376.68,383.12,387.31,392,395.6,400.06,408.45,420.6,432.61,440.7,450.11,457.24,467.29,480.5,494.44,518.64,540.01,559.36,579.08,605.38,629.55,651.47,669.18,689.71
628.41,502.25,451.41,387.58,391.83,397.32,399.93,395.3,371.11,374.33,373.41,360.9,365.21,370.67,379.08,386.58,395.29,401.15,406.97,411.8,415.19,419.48,423.24,430.01,441.4,452.1,458.85,467.43,478.34,484.83,500.79,520.79,542.37,561.44,585.31,609.45,632.98,656.42,675.9,692.37
650.63,519.94,468.15,400.49,405.04,410.44,413.11,410.49,385.11,387.4,388.01,374.58,376.47,381.55,389.4,397.16,406.78,414.81,420.53,426.31,430.05,434.32,437.62,440.82,447.56,459.4,466.92,473.44,487,494.28,501.34,521.7,539.27,558.19,579.85,606.8,630.54,654.53,676.47,695.21
674.16,538.68,484.14,414.98,419.67,426.5,428.53,426.73,398.88,402.19,400.63,387.29,390.98,394.09,402.59,407.7,418.3,426.73,433.85,440.49,444.6,448.76,453.13,455.66,457.03,462.15,471.58,478.17,489.36,499.99,510.79,525.42,542.92,559.29,581.94,608.74,632.6,655.99,678.82,697.39
699.24,557.11,499.72,430.14,433.53,441.51,445.29,441.98,414.69,416.48,414.07,400.38,404.51,409.15,416.76,421.22,429.13,438.47,445.7,453.5,458.78,463.61,467.65,469.43,471.28,470.46,473.94,480.85,491.33,498.59,510.8,534.16,547.21,562.42,581.8,610.74,634.79,657.88,679.67,700.34
724.91,577.78,518.28,447.32,451.3,457.14,462.46,460.01,432.52,434.77,430.7,415.49,419.98,425.1,433.71,438.13,445.38,451.92,460.17,468.21,474.45,480.68,485.34,486.14,487.66,486.68,485.59,486.98,497.92,504.63,514.21,535.36,557.17,567.21,586.34,611.13,637.08,660.11,680.87,701.62
751.9,599.04,537.15,463.53,466.57,472.22,475.71,477.32,448.52,451.19,448,429.95,433.15,438.85,446.85,453.22,460.38,465.96,471.49,480.75,488.08,494.67,500.45,503.28,504.57,504.17,500.99,501.11,507.36,514.6,522.55,539.47,558.39,578.64,591.7,616.4,637.8,663.76,684.4,703.52
777.37,618.76,554.12,479.65,483.19,488.73,491.78,492.83,465.9,467.38,464.12,445.2,448.7,452.73,462.14,466.51,475.93,481.59,486.22,492.63,500.51,508.52,514.66,516.54,519.78,519.75,514.6,512.94,517.32,519.94,527.24,544.29,560.41,577.89,600.47,619.9,641.96,662.03,683.37,703.01
803.59,640.05,573.64,497.71,501.15,506.64,509.63,510.64,486.3,486.81,482.37,464.1,466,470.08,477.65,484.2,491.15,499.7,504.57,508.98,514.31,523.39,531,533.46,536.19,538.8,531.52,526.86,530.53,531.31,530.98,547.82,566.13,582.08,601.66,630.56,647.03,667.77,684.05,704.56
830.77,662.61,594.92,518.3,521.45,527.43,530.5,530.76,509.96,509.83,502.78,485.43,487.53,489.92,498.02,502.27,511.28,517.55,525.4,529.69,533.15,539.7,548.05,551.21,554.53,556.86,550.33,542.28,544.53,544.82,540.19,551.65,570.81,588.45,605.84,631.51,658.17,672.22,688.62,705.43
859.17,686.9,617.92,540.96,544.09,550.24,553.44,553.13,535.35,535.36,524.37,509.03,510.54,513.53,519.76,523.84,530.63,539.06,544.29,551.25,554.83,559.62,566.18,571.23,574.88,576.86,570.37,557.85,559.45,558.6,550.23,564.18,577.33,595.17,613.78,637.94,661.07,685.45,695.69,713.07
883.75,707.19,637.67,559.34,562.68,568.24,571.74,571.87,556.68,556.58,542.41,529.5,529.87,532.22,538.28,541.04,547.5,553.99,561.79,565.79,571.89,577.11,581.89,586.55,591.82,595.66,587.98,571.81,574.91,572.6,559.79,569.05,584.23,597.79,615.74,641.53,662.66,684.64,705.09,715.33
909.69,728.91,657.97,577.86,581.42,587.26,590.04,591.57,577.61,577.93,560.94,549.67,549.04,551.38,556.87,558.84,564.59,570.24,575.36,581.83,585.66,592.61,598.73,602.79,606.88,611.66,603.99,584.93,588.95,587.46,570.44,582.31,592.66,608.75,621.61,646.17,667.63,688,707.58,726.55
929.68,743.23,674.22,593.25,596.35,602.95,606.91,606.56,597.42,595.9,576.41,567.27,567.12,567.25,573.59,576.15,579.63,585.78,591.77,595.14,600.2,605.64,611.56,616.89,619.2,626,620.3,599.72,601.94,602.65,581.62,584.78,597.36,608.98,623.03,642.39,661.28,679.39,697.56,712.5
945.76,755.47,689.24,604.95,610.45,614.92,620.44,621.69,613.94,612.18,591.78,584.41,583.43,584.24,585.63,588.75,594.01,597.04,603.26,608.27,608.99,617.01,623.51,630.3,634.55,639.19,636.35,614.41,620.21,620.27,598.53,596.37,596.83,609.44,621.49,639.71,653.36,669.2,686.22,698.7
962.83,766.26,703.61,616.46,619.81,625.75,630.48,635.16,630.79,627.08,608.4,602.54,599.7,599.25,600.06,599.94,604.54,609.83,614.27,619.72,622.25,625.44,633,640.74,647.54,656.32,654.39,633.06,638.03,642.03,618.1,607.5,603.91,610.13,620.63,636.94,650.44,667.39,686.37,698.27
979.99,780.15,720.62,633.79,637.73,643.05,649.03,651.32,653.46,648.13,629.27,624.32,622.03,621.56,623.17,620.38,622.48,626.48,632.67,637.18,639.58,643.92,646.75,652.41,659.42,670.27,674.46,653.44,657.13,661.24,639.4,622.86,617.51,618.55,623.6,633.71,646.89,659.89,676.9,688.01
996.6,798.23,741.95,653.94,658.83,664.08,668.85,673.12,677.11,672.99,653.48,649.79,647.7,647.44,648.19,644.86,646.98,648.78,653.79,659.37,661.54,665.84,669.2,669.43,675.73,686.39,693.56,676.13,679.91,681.77,660.33,637.25,631.36,633.16,633.5,636.84,648.17,657.96,668.38,677.76
1014.2,814.52,763.28,671.99,675.89,680.67,686.6,690.21,697.14,695.07,676.81,674.09,670.99,670.25,670.05,667.04,667.99,670.46,673.74,677.55,680.88,685.81,689.03,691.78,693.1,703.82,711.37,700.84,705.27,706.89,684.24,647.87,641.34,645.89,645.67,646.14,647.98,661.54,673.15,679.39
1033.6,833.96,786.29,694.26,697.83,703.14,707.48,711.05,718.1,721.15,702.16,701.53,698.55,697.51,698.07,693.16,694.34,695.57,699.37,701.78,703.33,708.89,712.19,712.04,716.92,722.1,729.77,725.62,728.22,730.75,705.92,660.39,655.07,658.59,660.67,660.35,662.63,662.24,675.5,685.73
1053.9,854.57,809.26,714.25,719.35,723.69,728.1,730.63,735,742.53,725.67,724.45,723.43,722.65,723.72,718.15,720.18,720.84,722.71,726.36,726.64,730.22,734.5,734.84,735.89,743.23,745.82,748.5,752.72,752.28,728.47,677.79,670.62,669.47,676.09,677.53,676.83,676.43,673.04,684.84
